state,year,yield_bu_acre,trend,jun_shortfall,temp_JA,prec_JA,prec_JA_sq,dummy_2003,acres_harvested,harvest_ha
IA,2020,55.2,33.0,0.0,73.6,2.08,4.3264000000000005,0.0,55970000.0,22650255.3961728
IA,2021,60.2,34.0,0.0,73.15,4.33,18.7489,0.0,59730000.0,24171873.4109952
IA,2022,58.5,35.0,0.0,73.1,3.3600000000000003,11.289600000000002,0.0,60530000.0,24495621.924787197
IA,2023,58.0,36.0,2.218648648648649,72.25,3.065,9.394225,0.0,58730000.0,23767187.768755198
IA,2024,61.8,37.0,0.0,71.7,4.07,16.5649,0.0,59660000.0,24143545.416038398
IL,1988,27.4,1.0,3.413783783783783,77.75,2.5549999999999997,6.528024999999999,0.0,8700000.0,3520765.087488
IL,1989,39.2,2.0,0.0,74.15,3.7649999999999997,14.175224999999998,0.0,8850000.0,3581467.933824
IL,1990,38.0,3.0,0.0,73.30000000000001,3.96,15.6816,0.0,9100000.0,3682639.3443839997
IL,1991,36.1,4.0,2.7837837837837833,75.5,2.38,5.6644,0.0,9100000.0,3682639.3443839997
IL,1992,42.0,5.0,2.6837837837837837,70.80000000000001,4.755,22.610025,0.0,9430000.0,3816185.6063232
IL,1993,43.4,6.0,0.0,75.69999999999999,5.83,33.9889,0.0,9000000.0,3642170.7801599996
IL,1994,44.5,7.0,0.0,72.19999999999999,3.1550000000000002,9.954025000000001,0.0,9430000.0,3816185.6063232
IL,1995,39.8,8.0,0.0,77.6,3.575,12.780625,0.0,9700000.0,3925450.729728
IL,1996,39.1,9.0,0.0,73.05,3.1849999999999996,10.144224999999997,0.0,9850000.0,3986153.576064
IL,1997,43.0,10.0,0.0,73.05,3.485,12.145225,0.0,9950000.0,4026622.140288
IL,1998,45.4,11.0,0.0,75.1,3.385,11.458224999999999,0.0,10550000.0,4269433.525632
IL,1999,42.6,12.0,0.0,75.15,2.8600000000000003,8.179600000000002,0.0,10550000.0,4269433.525632
IL,2000,45.8,13.0,0.0,73.9,3.96,15.6816,0.0,10450000.0,4228964.9614079995
IL,2001,44.0,14.0,0.0,75.25,3.925,15.405624999999999,0.0,10620000.0,4297761.520588799
IL,2002,41.2,15.0,0.0,76.6,3.3950000000000005,11.526025000000002,0.0,10550000.0,4269433.525632
IL,2003,39.2,16.0,0.0,75.0,3.77,14.2129,1.0,10260000.0,4152074.6893824
IL,2004,47.4,17.0,0.0,70.69999999999999,4.605,21.206025000000004,0.0,9900000.0,4006387.858176
IL,2005,43.5,18.0,0.0,75.94999999999999,3.455,11.937025,0.0,9450000.0,3824279.3191679996
IL,2006,48.4,19.0,0.0,75.9,4.07,16.5649,0.0,10050000.0,4067090.7045119996
IL,2007,44.9,20.0,0.0,75.75,3.835,14.707225,0.0,8280000.0,3350797.1177471997
IL,2008,44.4,21.0,0.0,73.15,3.92,15.366399999999999,0.0,9120000.0,3690733.0572288
IL,2009,44.6,22.0,0.0,70.6,4.654999999999999,21.669024999999994,0.0,9350000.0,3783810.754944
IL,2010,51.1,23.0,0.0,77.19999999999999,4.265,18.190224999999998,0.0,9050000.0,3662405.0622719997
IL,2011,47.1,24.0,0.0,77.35,2.74,7.507600000000001,0.0,8910000.0,3605749.0723583996
IL,2012,39.8,25.0,2.6737837837837835,77.69999999999999,2.45,6.002500000000001,0.0,51800000.0,20962716.268032
IL,2013,48.0,26.0,0.0,72.94999999999999,2.3,5.289999999999999,0.0,37580000.0,15208086.4353792
IL,2014,55.6,27.0,0.0,72.05,4.24,17.977600000000002,0.0,59620000.0,24127357.990348797
IL,2015,54.6,28.0,0.0,73.0,4.115,16.933225,0.0,59620000.0,24127357.990348797
IL,2016,60.2,29.0,0.0,75.65,6.835,46.717225,0.0,59670000.0,24147592.2724608
IL,2017,57.8,30.0,0.0,73.3,3.6049999999999995,12.996024999999996,0.0,62650000.0,25353555.486336
IL,2018,64.7,31.0,0.0,74.85,4.175,17.430625,0.0,64550000.0,26122458.206591997
IL,2019,52.8,32.0,0.0,75.1,3.55,12.6025,0.0,59860000.0,24224482.5444864
IL,2020,60.8,33.0,0.0,75.05,3.7600000000000002,14.137600000000003,0.0,61800000.0,25009572.690431997
IL,2021,64.2,34.0,0.0,75.05,4.35,18.922499999999996,0.0,63460000.0,25681350.8565504
IL,2022,64.2,35.0,0.0,74.69999999999999,4.67,21.808899999999998,0.0,65050000.0,26324801.027712
IL,2023,61.6,36.0,0.0,74.4,4.38,19.1844,0.0,61100000.0,24726292.740863997
IL,2024,65.4,37.0,0.0,73.85,4.665,21.762225,0.0,64400000.0,26061755.360255998
IN,1988,28.9,1.0,3.8110810810810807,76.30000000000001,3.56,12.6736,0.0,4200000.0,1699679.697408
IN,1989,38.5,2.0,0.0,73.0,4.865,23.668225000000003,0.0,4550000.0,1841319.6721919999
IN,1990,38.8,3.0,0.0,71.8,5.0,25.0,0.0,4180000.0,1691585.9845631998
IN,1991,37.2,4.0,2.9610810810810806,74.5,2.8449999999999998,8.094024999999998,0.0,4400000.0,1780616.825856
IN,1992,41.6,5.0,0.0,70.2,5.760000000000001,33.177600000000005,0.0,4520000.0,1829179.1029247998
IN,1993,46.0,6.0,0.0,74.95,4.38,19.1844,0.0,4850000.0,1962725.364864
IN,1994,45.0,7.0,0.0,71.45,3.415,11.662225,0.0,4580000.0,1853460.2414592
IN,1995,41.1,8.0,0.0,76.55000000000001,3.565,12.709225,0.0,4980000.0,2015334.4983551998
IN,1996,37.0,9.0,0.0,72.1,3.35,11.2225,0.0,5360000.0,2169115.0424063997
IN,1997,43.1,10.0,0.0,71.8,3.455,11.937025,0.0,5300000.0,2144833.903872
IN,1998,43.2,11.0,0.0,73.65,4.27,18.232899999999997,0.0,5500000.0,2225771.0323199998
IN,1999,39.4,12.0,0.0,74.55000000000001,2.47,6.100900000000001,0.0,5550000.0,2246005.314432
IN,2000,46.0,13.0,0.0,71.9,4.15,17.222500000000004,0.0,5480000.0,2217677.3194752
IN,2001,48.2,14.0,0.0,73.75,4.74,22.4676,0.0,5590000.0,2262192.7401215998
IN,2002,40.9,15.0,0.0,75.9,2.73,7.4529,0.0,5770000.0,2335036.1557247997
IN,2003,40.4,16.0,0.0,73.4,5.859999999999999,34.33959999999999,1.0,5370000.0,2173161.8988288
IN,2004,49.1,17.0,0.0,70.3,5.02,25.200399999999995,0.0,5520000.0,2233864.7451648
IN,2005,46.8,18.0,0.0,74.95,4.595,21.114024999999998,0.0,5380000.0,2177208.7552512
IN,2006,50.2,19.0,0.0,74.5,4.805,23.088025,0.0,5680000.0,2298614.4479231997
IN,2007,44.6,20.0,0.0,74.35,3.86,14.8996,0.0,4790000.0,1938444.2263296
IN,2008,44.0,21.0,0.0,72.25,3.165,10.017225,0.0,5430000.0,2197443.0373632
IN,2009,45.2,22.0,0.0,69.95,4.095,16.769025,0.0,5440000.0,2201489.8937856
IN,2010,49.5,23.0,0.0,76.0,2.995,8.970025000000001,0.0,5330000.0,2156974.4731392
IN,2011,42.9,24.0,0.0,75.94999999999999,2.645,6.996025,0.0,5290000.0,2140787.0474496
IN,2012,40.6,25.0,3.2110810810810806,76.05000000000001,3.29,10.8241,0.0,30370000.0,12290302.954828799
IN,2013,49.875,26.0,0.0,71.9,2.525,6.375624999999999,0.0,20830000.0,8429601.9278592
IN,2014,53.3,27.0,0.0,70.75,4.16,17.305600000000002,0.0,32890000.0,13310110.773273598
IN,2015,50.2,28.0,0.0,71.75,4.4,19.360000000000003,0.0,33730000.0,13650046.7127552
IN,2016,57.7,29.0,0.0,75.15,5.805,33.698024999999994,0.0,34030000.0,13771452.405427199
IN,2017,55.0,30.0,0.0,72.1,4.165,17.347225,0.0,35490000.0,14362293.443097599
IN,2018,59.1,31.0,0.0,74.05,4.35,18.922499999999996,0.0,36360000.0,14714369.951846398
IN,2019,49.4,32.0,0.0,74.3,3.5599999999999996,12.673599999999997,0.0,32120000.0,12998502.8287488
IN,2020,59.6,33.0,0.0,74.25,3.9450000000000003,15.563025000000001,0.0,34130000.0,13811920.9696512
IN,2021,59.4,34.0,0.0,74.35,4.43,19.624899999999997,0.0,34090000.0,13795733.5439616
IN,2022,59.1,35.0,2.1610810810810808,74.15,4.66,21.715600000000002,0.0,34980000.0,14155903.7655552
IN,2023,60.6,36.0,0.0,73.0,4.54,20.6116,0.0,32880000.0,13306063.916851198
IN,2024,61.2,37.0,0.0,73.1,3.91,15.288100000000002,0.0,34630000.0,14014263.7907712
MN,1988,24.6,1.0,2.4821621621621617,70.9,3.8049999999999997,14.478024999999997,0.0,4800000.0,1942491.0827519998
MN,1989,35.6,2.0,0.0,69.65,3.2299999999999995,10.432899999999997,0.0,5000000.0,2023428.2111999998
MN,1990,37.4,3.0,0.0,67.5,3.21,10.3041,0.0,4600000.0,1861553.954304
MN,1991,36.7,4.0,0.0,68.5,3.5,12.25,0.0,5350000.0,2165068.185984
MN,1992,35.0,5.0,0.0,62.05,4.155,17.264025000000004,0.0,5400000.0,2185302.4680959997
MN,1993,24.6,6.0,0.0,66.3,5.59,31.248099999999997,0.0,5000000.0,2023428.2111999998
MN,1994,39.6,7.0,0.0,65.05,3.955,15.642025,0.0,5600000.0,2266239.596544
MN,1995,38.7,8.0,2.042162162162162,68.95,5.13,26.3169,0.0,5800000.0,2347176.724992
MN,1996,37.4,9.0,0.0,66.9,3.04,9.2416,0.0,5900000.0,2387645.2892159997
MN,1997,40.4,10.0,0.0,66.45,4.025,16.200625000000002,0.0,6550000.0,2650690.956672
MN,1998,40.6,11.0,0.0,68.95,3.13,9.796899999999999,0.0,6800000.0,2751862.367232
MN,1999,41.6,12.0,0.0,68.8,4.855,23.571025000000006,0.0,6900000.0,2792330.9314559996
MN,2000,41.4,13.0,0.0,68.1,3.63,13.1769,0.0,7150000.0,2893502.342016
MN,2001,37.0,14.0,0.0,69.85,3.19,10.1761,0.0,7200000.0,2913736.624128
MN,2002,43.1,15.0,0.0,69.35,5.11,26.1121,0.0,7100000.0,2873268.059904
MN,2003,35.0,16.0,0.0,69.5,2.3,5.289999999999999,1.0,7450000.0,3014908.0346879996
MN,2004,35.8,17.0,0.0,63.8,3.535,12.496225,0.0,7050000.0,2853033.7777919997
MN,2005,42.5,18.0,0.0,68.5,3.005,9.030025,0.0,6800000.0,2751862.367232
MN,2006,41.3,19.0,0.0,70.4,2.81,7.896100000000001,0.0,7250000.0,2933970.90624
MN,2007,41.7,20.0,0.0,68.55,3.135,9.828224999999998,0.0,6290000.0,2545472.6896896
MN,2008,39.4,21.0,0.0,67.6,2.555,6.528025,0.0,6970000.0,2820658.9264128
MN,2009,40.4,22.0,0.0,64.15,3.32,11.0224,0.0,7120000.0,2881361.7727488
MN,2010,44.8,23.0,0.0,70.30000000000001,4.75,22.5625,0.0,7310000.0,2958252.0447743996
MN,2011,40.2,24.0,0.0,70.45,3.705,13.727025000000001,0.0,7040000.0,2848986.9213695996
MN,2012,41.1,25.0,0.0,70.5,2.66,7.0756000000000006,0.0,41700000.0,16875391.281408
MN,2013,40.25,26.0,0.0,68.4,2.35,5.522500000000001,0.0,26510000.0,10728216.375782399
MN,2014,41.9,27.0,0.0,66.9,3.1100000000000003,9.672100000000002,0.0,44070000.0,17834496.2535168
MN,2015,48.6,28.0,0.0,67.7,3.9800000000000004,15.840400000000004,0.0,45570000.0,18441524.716876797
MN,2016,49.8,29.0,0.0,68.69999999999999,5.6899999999999995,32.376099999999994,0.0,45840000.0,18550789.8402816
MN,2017,47.1,30.0,0.0,66.6,3.9350000000000005,15.484225000000004,0.0,48740000.0,19724378.202777598
MN,2018,49.6,31.0,0.0,68.55000000000001,3.705,13.727025000000001,0.0,46290000.0,18732898.379289597
MN,2019,44.8,32.0,0.0,67.80000000000001,3.965,15.721224999999999,0.0,40880000.0,16543549.0547712
MN,2020,51.2,33.0,0.0,69.75,4.73,22.372900000000005,0.0,44030000.0,17818308.8278272
MN,2021,47.0,34.0,2.492162162162162,70.25,2.94,8.6436,0.0,45730000.0,18506274.4196352
MN,2022,50.0,35.0,0.0,68.5,3.415,11.662225,0.0,44390000.0,17963995.6590336
MN,2023,48.2,36.0,1.8721621621621618,67.6,2.165,4.687225,0.0,43980000.0,17798074.545715198
MN,2024,47.4,37.0,0.0,68.5,3.6050000000000004,12.996025000000003,0.0,44170000.0,17874964.817740798
MO,1988,24.985714285714288,1.0,2.9864864864864864,77.94999999999999,3.83,14.6689,0.0,8460000.0,3423640.5333503997
MO,1989,28.599999999999998,2.0,0.0,75.4,4.43,19.624899999999997,0.0,8700000.0,3520765.087488
MO,1990,28.714285714285715,3.0,0.0,75.75,3.4450000000000003,11.868025000000001,0.0,8300000.0,3358890.830592
MO,1991,28.599999999999998,4.0,2.2164864864864864,77.19999999999999,2.83,8.0089,0.0,8860000.0,3585514.7902463996
MO,1992,34.74285714285714,5.0,0.0,72.75,4.75,22.5625,0.0,8500000.0,3439827.9590399996
MO,1993,33.25714285714286,6.0,0.0,77.9,6.585,43.362225,0.0,7200000.0,2913736.624128
MO,1994,35.2,7.0,0.0,74.45,3.375,11.390625,0.0,9120000.0,3690733.0572288
MO,1995,29.457142857142856,8.0,0.0,78.5,3.6900000000000004,13.616100000000003,0.0,9000000.0,3642170.7801599996
MO,1996,35.77142857142857,9.0,0.0,74.85,3.825,14.630625000000002,0.0,8100000.0,3277953.7021439997
MO,1997,35.08571428571428,10.0,0.0,75.75,3.17,10.0489,0.0,9700000.0,3925450.729728
MO,1998,34.471428571428575,11.0,0.0,77.4,4.41,19.4481,0.0,10000000.0,4046856.4223999996
MO,1999,27.900000000000002,12.0,0.0,77.8,2.065,4.264225,0.0,10700000.0,4330136.371968
MO,2000,35.2,13.0,0.0,77.8,3.37,11.356900000000001,0.0,10000000.0,4046856.4223999996
MO,2001,34.628571428571426,14.0,0.0,78.05000000000001,3.925,15.405624999999999,0.0,9800000.0,3965919.293952
MO,2002,32.357142857142854,15.0,0.0,77.95,3.425,11.730624999999998,0.0,10000000.0,4046856.4223999996
MO,2003,29.585714285714285,16.0,0.0,78.44999999999999,3.1050000000000004,9.641025000000003,1.0,9900000.0,4006387.858176
MO,2004,41.34285714285714,17.0,0.0,72.5,5.43,29.484899999999996,0.0,9920000.0,4014481.5710207997
MO,2005,34.142857142857146,18.0,0.0,77.9,4.23,17.892900000000004,0.0,9820000.0,3974013.0067967996
MO,2006,37.57142857142857,19.0,0.0,78.65,4.01,16.080099999999998,0.0,10220000.0,4135887.2636928
MO,2007,36.214285714285715,20.0,0.0,78.6,2.7750000000000004,7.700625000000002,0.0,9340000.0,3779763.8985216
MO,2008,37.0,21.0,0.0,75.25,4.4399999999999995,19.713599999999996,0.0,10060000.0,4071137.5609343997
MO,2009,42.3,22.0,0.0,72.69999999999999,4.615,21.298225000000002,0.0,5300000.0,2144833.903872
MO,2010,41.5,23.0,0.0,79.05,4.6499999999999995,21.622499999999995,0.0,5070000.0,2051756.2061567998
MO,2011,37.7,24.0,0.0,80.25,3.2,10.240000000000002,0.0,5210000.0,2108412.1960704
MO,2012,29.8,25.0,2.5264864864864864,79.9,2.07,4.2848999999999995,0.0,31320000.0,12674754.3149568
MO,2013,36.25,26.0,0.0,74.8,3.575,12.780625,0.0,22430000.0,9077098.9554432
MO,2014,45.5,27.0,0.0,74.6,3.465,12.006224999999999,0.0,33740000.0,13654093.5691776
MO,2015,40.5,28.0,0.0,75.4,5.945,35.343025000000004,0.0,29310000.0,11861336.1740544
MO,2016,49.2,29.0,0.0,77.4,6.585,43.362225,0.0,33140000.0,13411282.1838336
MO,2017,49.1,30.0,0.0,75.44999999999999,4.2700000000000005,18.232900000000004,0.0,35450000.0,14346106.017407998
MO,2018,46.1,31.0,0.0,77.30000000000001,4.075,16.605625,0.0,34530000.0,13973795.226547198
MO,2019,45.8,32.0,0.0,76.44999999999999,5.32,28.302400000000002,0.0,30360000.0,12286256.098406399
MO,2020,50.8,33.0,0.0,76.7,4.34,18.8356,0.0,34020000.0,13767405.549004799
MO,2021,50.0,34.0,0.0,77.05000000000001,3.9250000000000003,15.405625000000002,0.0,34290000.0,13876670.6724096
MO,2022,46.9,35.0,0.0,78.1,3.9299999999999997,15.444899999999997,0.0,35890000.0,14524167.6999936
MO,2023,45.6,36.0,2.5364864864864867,77.2,5.23,27.352900000000005,0.0,33270000.0,13463891.317324799
MO,2024,49.6,37.0,0.0,75.94999999999999,4.2749999999999995,18.275624999999994,0.0,34740000.0,14058779.211417599
NE,1988,31.47142857142857,1.0,0.0,74.1,2.825,7.980625000000001,0.0,4720000.0,1910116.2313728
NE,1989,31.285714285714285,2.0,0.0,73.6,2.52,6.3504000000000005,0.0,5120000.0,2071990.4882687998
NE,1990,35.07142857142857,3.0,0.0,72.6,2.925,8.555625,0.0,4720000.0,1910116.2313728
NE,1991,33.31428571428571,4.0,0.0,73.69999999999999,1.705,2.9070250000000004,0.0,4920000.0,1991053.3598208
NE,1992,40.4,5.0,0.0,67.5,4.645,21.576024999999998,0.0,4920000.0,1991053.3598208
NE,1993,36.22857142857143,6.0,0.0,70.75,5.715,32.661225,0.0,5000000.0,2023428.2111999998
NE,1994,45.65714285714286,7.0,0.0,71.25,3.55,12.6025,0.0,5720000.0,2314801.8736127997
NE,1995,33.51428571428571,8.0,0.0,75.05,2.1799999999999997,4.752399999999999,0.0,6120000.0,2476676.1305088
NE,1996,44.98571428571428,9.0,0.0,71.19999999999999,3.48,12.1104,0.0,6020000.0,2436207.5662848
NE,1997,41.857142857142854,10.0,0.0,72.6,2.84,8.0656,0.0,7100000.0,2873268.059904
NE,1998,45.42857142857143,11.0,0.0,74.30000000000001,3.445,11.868025,0.0,7500000.0,3035142.3167999997
NE,1999,43.42857142857143,12.0,0.0,73.94999999999999,2.7199999999999998,7.398399999999999,0.0,8500000.0,3439827.9590399996
NE,2000,38.74285714285714,13.0,0.0,75.80000000000001,2.285,5.2212250000000004,0.0,9150000.0,3702873.6264959997
NE,2001,43.98571428571428,14.0,0.0,75.5,3.005,9.030025,0.0,9800000.0,3965919.293952
NE,2002,37.82857142857143,15.0,2.1429729729729736,75.65,2.3200000000000003,5.382400000000001,0.0,9160000.0,3706920.4829184
NE,2003,40.385714285714286,16.0,0.0,75.95,1.3900000000000001,1.9321000000000004,1.0,9000000.0,3642170.7801599996
NE,2004,46.44285714285714,17.0,0.0,70.1,2.785,7.756225000000001,0.0,9500000.0,3844513.6012799996
NE,2005,48.371428571428574,18.0,0.0,74.25,2.475,6.125625,0.0,9320000.0,3771670.1856767996
NE,2006,49.67142857142857,19.0,0.0,75.1,2.84,8.0656,0.0,10020000.0,4054950.1352448
NE,2007,51.5,20.0,0.0,75.85,3.3649999999999998,11.323224999999999,0.0,7700000.0,3116079.445248
NE,2008,47.42857142857143,21.0,0.0,73.2,2.66,7.0756000000000006,0.0,9720000.0,3933544.4425728
NE,2009,52.57142857142857,22.0,0.0,69.80000000000001,3.37,11.356900000000001,0.0,9520000.0,3852607.3141248
NE,2010,53.48571428571428,23.0,0.0,74.65,3.4400000000000004,11.833600000000002,0.0,10200000.0,4127793.5508479998
NE,2011,53.84285714285714,24.0,0.0,75.80000000000001,3.635,13.213224999999998,0.0,9680000.0,3917357.0168831996
NE,2012,41.728571428571435,25.0,1.9629729729729735,76.5,1.045,1.0920249999999998,0.0,34930000.0,14135669.483443199
NE,2013,51.31666666666666,26.0,0.0,73.5,2.5549999999999997,6.528024999999999,0.0,23790000.0,9627471.428889599
NE,2014,53.5,27.0,0.0,71.7,3.21,10.3041,0.0,37410000.0,15139289.8761984
NE,2015,56.91428571428571,28.0,0.0,72.1,3.08,9.4864,0.0,36390000.0,14726510.521113599
NE,2016,60.65714285714286,29.0,0.0,73.0,3.0599999999999996,9.363599999999998,0.0,36350000.0,14710323.095423998
NE,2017,57.24285714285714,30.0,2.082972972972973,72.9,3.4749999999999996,12.075624999999997,0.0,39590000.0,16021504.5762816
NE,2018,60.028571428571425,31.0,0.0,72.1,3.55,12.6025,0.0,38830000.0,15713943.4881792
NE,2019,57.5,32.0,0.0,72.95,4.654999999999999,21.669024999999994,0.0,29590000.0,11974648.1538816
NE,2020,59.6,33.0,0.0,74.65,2.515,6.3252250000000005,0.0,30310000.0,12266021.8162944
NE,2021,61.0,34.0,0.0,74.65,2.69,7.2360999999999995,0.0,32920000.0,13322251.342540799
NE,2022,51.0,35.0,1.8329729729729733,75.75,2.05,4.2025,0.0,33850000.0,13698608.989823999
NE,2023,53.9,36.0,0.0,73.3,3.445,11.868025,0.0,31680000.0,12820441.1461632
NE,2024,58.7,37.0,0.0,73.25,2.535,6.4262250000000005,0.0,31490000.0,12743550.874137599
OH,1988,28.2,1.0,3.3751351351351353,75.05000000000001,3.975,15.800625,0.0,3700000.0,1497336.876288
OH,1989,32.7,2.0,0.0,71.80000000000001,3.51,12.320099999999998,0.0,3980000.0,1610648.8561151999
OH,1990,37.4,3.0,0.0,70.75,5.18,26.832399999999996,0.0,3480000.0,1408306.0349951999
OH,1991,34.6,4.0,2.4351351351351354,73.44999999999999,2.9299999999999997,8.584899999999998,0.0,3770000.0,1525664.8712447998
OH,1992,38.2,5.0,0.0,69.4,6.335,40.132225,0.0,3680000.0,1489243.1634431998
OH,1993,38.8,6.0,0.0,73.9,2.72,7.398400000000001,0.0,4110000.0,1663257.9896063998
OH,1994,43.5,7.0,0.0,70.9,3.9450000000000003,15.563025000000001,0.0,3990000.0,1614695.7125376
OH,1995,39.8,8.0,0.0,75.05000000000001,3.7,13.690000000000001,0.0,4030000.0,1630883.1382272
OH,1996,34.2,9.0,0.0,70.95,3.095,9.579025000000001,0.0,4490000.0,1817038.5336576
OH,1997,43.4,10.0,0.0,70.1,4.155,17.264025000000004,0.0,4340000.0,1756335.6873215998
OH,1998,43.4,11.0,0.0,72.35,3.5250000000000004,12.425625000000002,0.0,4390000.0,1776569.9694335999
OH,1999,38.2,12.0,2.1051351351351353,73.4,3.395,11.526025,0.0,4500000.0,1821085.3900799998
OH,2000,42.6,13.0,0.0,69.80000000000001,3.875,15.015625,0.0,4440000.0,1796804.2515456
OH,2001,42.2,14.0,0.0,72.45,3.585,12.852224999999999,0.0,4580000.0,1853460.2414592
OH,2002,33.0,15.0,0.0,74.95,2.435,5.929225000000001,0.0,4720000.0,1910116.2313728
OH,2003,40.7,16.0,0.0,72.1,5.765000000000001,33.23522500000001,1.0,4280000.0,1732054.5487872
OH,2004,44.0,17.0,0.0,70.0,4.3149999999999995,18.619224999999997,0.0,4420000.0,1788710.5387008
OH,2005,43.8,18.0,2.425135135135135,74.65,4.58,20.9764,0.0,4480000.0,1812991.6772351998
OH,2006,46.0,19.0,0.0,73.75,4.295,18.447025,0.0,4620000.0,1869647.6671487999
OH,2007,45.4,20.0,0.0,72.8,4.67,21.808899999999998,0.0,4240000.0,1715867.1230976
OH,2008,39.4,21.0,0.0,71.35,2.755,7.590025,0.0,4480000.0,1812991.6772351998
OH,2009,47.4,22.0,0.0,69.75,3.5599999999999996,12.673599999999997,0.0,4530000.0,1833225.9593471999
OH,2010,47.6,23.0,0.0,74.65,3.085,9.517225,0.0,4590000.0,1857507.0978815998
OH,2011,46.0,24.0,0.0,74.6,3.865,14.938225000000001,0.0,4540000.0,1837272.8157696
OH,2012,43.4,25.0,0.0,74.45,3.21,10.3041,0.0,27500000.0,11128855.1616
OH,2013,49.375,26.0,0.0,71.35,4.6899999999999995,21.996099999999995,0.0,17980000.0,7276247.8474752
OH,2014,50.3,27.0,0.0,70.2,3.795,14.402025,0.0,29290000.0,11853242.461209599
OH,2015,49.2,28.0,0.0,70.85,3.62,13.1044,0.0,29290000.0,11853242.461209599
OH,2016,53.5,29.0,0.0,75.4,3.715,13.801224999999999,0.0,28890000.0,11691368.204313599
OH,2017,51.9,30.0,0.0,71.35,4.305,18.533025,0.0,30140000.0,12197225.2571136
OH,2018,57.8,31.0,0.0,73.69999999999999,4.109999999999999,16.892099999999996,0.0,29820000.0,12067725.851596799
OH,2019,48.2,32.0,0.0,73.85,4.045,16.362025,0.0,25840000.0,10457076.9954816
OH,2020,55.8,33.0,0.0,74.55000000000001,3.435,11.799225,0.0,29020000.0,11743977.3378048
OH,2021,57.4,34.0,0.0,73.8,4.975,24.750624999999996,0.0,29130000.0,11788492.7584512
OH,2022,55.7,35.0,0.0,73.1,4.574999999999999,20.930624999999992,0.0,30180000.0,12213412.682803199
